Direction,AccountId,ClosedDate,Borrowing,OpeningDealId,ClosingDealId,OpeningLevel,DisplayOpeningLevel,ClosingLevel,OriginalSize,Commission,Corrections,CreditPremium,CreatedDate,CurrencySymbol,Dividends,Epic,Funding,FxInterest,GST,Locale,MarketName,ModifiedDate,OpenedDate,PresentationMarketName,Prompt,PresentationPrompt,RealisedProfitAndLoss,Total,SizeStillOpen,TransactionType,CommissionCurrencySymbol,Size,ConvertToCurrency,CurrentPrice
BUY,IZ4XD,2016-12-09 09:23:37.0,0.00,RHA2HEBD,RHBMCQA2,7168.8,7168.8,7186,244,0.00,0.00,0.00,2016-12-09 09:23:37.0,GBP,0.00,CS.D.NZDUSD.TODAY.IP,9.76,9.76,0.00,en_GB,NZD/USD,2016-12-09 09:23:37.940295,2016-12-08 17:48:22.0,NZD/USD,  DEC27,DFB,"4,196.80","4,206.56",0,6,,244,#.,0.00
